0.0,2834628.00557175,2576103.1637792774,3631064.6397656663,4617184.2111755,3862095.5113194156,5981349.321063138,2767717.7890070835,894047.9791357223,2099876.0723363063
2834628.00557175,0.0,785415.576843361,1056064.074989139,1306635.0121575831,1478849.1745919997,1418938.3780185557,903994.165812,1699025.0404913614,902491.9650206112
2576103.1637792774,785415.576843361,0.0,267611.18973516667,361501.9656022778,492057.67140730575,834934.5224665834,174955.0682351389,2426476.073150055,2006967.299943472
3631064.6397656663,1056064.074989139,267611.18973516667,0.0,220704.2563395555,169893.72798797223,458995.3685597499,355665.2126483613,3426995.1285674456,2810544.4705951386
4617184.2111755,1306635.0121575831,361501.9656022778,220704.2563395555,0.0,381549.7581646945,212070.3161496389,468330.6940593611,4266792.828517666,3351612.059922972
3862095.5113194156,1478849.1745919997,492057.67140730575,169893.72798797223,381549.7581646945,0.0,686546.5583883332,711782.5974769446,3600854.720559749,3535316.641364889
5981349.321063138,1418938.3780185557,834934.5224665834,458995.3685597499,212070.3161496389,686546.5583883332,0.0,900039.3191137222,5058899.664336917,3660490.6663697786
2767717.7890070835,903994.165812,174955.0682351389,355665.2126483613,468330.6940593611,711782.5974769446,900039.3191137222,0.0,2756490.096775028,1815309.1830969998
894047.9791357223,1699025.0404913614,2426476.073150055,3426995.1285674456,4266792.828517666,3600854.720559749,5058899.664336917,2756490.096775028,0.0,1138364.4463589725
2099876.0723363063,902491.9650206112,2006967.299943472,2810544.4705951386,3351612.059922972,3535316.641364889,3660490.6663697786,1815309.1830969998,1138364.4463589725,0.0
