Sepal.Length,Sepal.Width,Petal.Length,Petal.Width
4.624566323700127,3.426053486719106,0.9286683816843921,0.07445531214744072
5.251567906474402,3.6829275907112176,1.8167219320889263,0.4980756121094694
3.8073585479779553,2.1377517465168294,0.9582950404217181,-0.14748296596796173
4.659515052896558,2.623385828937149,1.9952876075064456,0.38098365384817146
5.06880139892757,3.191219179402354,2.076801698929787,0.5189388835744762
5.479602418729969,3.8426554659815166,2.057150817401191,0.6291812934984472
4.525755617193902,2.9881274873856465,1.2835229531799492,0.14532801692590924
4.973214854342384,3.320265972290295,1.7320052903635677,0.39610894239415373
4.182363491221746,3.198071562959932,0.36064055628557146,-0.20809713291752696
4.27682638870545,2.4750133133511616,1.442796592367721,0.11951591075963086
5.535083228595097,4.626984730792094,1.1875653453611514,0.40292955707787936
4.875522673272721,3.2340034262867636,1.6512054532553373,0.3461176421529333
5.209999939872816,3.773683199915486,1.6236579102176885,0.43266581232183843
4.551533065730008,2.9990045411865793,1.3196389537978792,0.16263444232476387
4.779312295784106,3.789534094916536,0.7742492637026945,0.07508957024708618
5.4888808416522155,4.266543047209783,1.5472989983114176,0.4899773352021495
5.297320767113095,3.9722517215088615,1.5446612666922754,0.4352878179472228
5.118584226711953,3.6545432027635063,1.59588035088235,0.3991907384798772
5.542220185641406,4.123931217800981,1.8275985948038616,0.5829676549776823
5.869574178066735,4.636769948154171,1.8197450001902271,0.672987398421314
4.986878428041331,3.126810265802532,1.9991725653941512,0.47427116644589495
5.209434744468819,3.6669647086609602,1.7554300402227934,0.4691595730739333
4.567494272636544,2.8579314941502822,1.5260177363500436,0.22453526217142317
4.952646524647764,3.240299417604958,1.7919382106934767,0.4069861449247799
4.05160908484061,2.5502656135748554,0.9152523769411394,-0.09065856370491687
5.104735347893933,3.6783182621436366,1.539602784000167,0.3796361548916978
4.730442881209719,2.807787559850718,1.902348737942575,0.3751102337217106
4.997160319481195,3.712606342809333,1.2896832106966998,0.27981985369952267
5.860835347324971,4.505764942585109,1.9660073650679168,0.7112094479822413
4.875945901442249,2.200761489279383,2.9383720990629136,0.7042675155611882
4.595129002508142,3.5132936916209276,0.7633493424468907,0.02017967430370149
4.817878592282148,3.6376688812280484,1.0376102764589037,0.15920729919705856
5.526469659827979,4.445538738525493,1.3968663404809596,0.4587213413040738
5.3753947130251305,4.043665121138236,1.6061553064300003,0.4743833560875701
3.917617244178264,2.331607591119912,0.9293529323848806,-0.124477285453235
4.927314148503443,3.493345696216238,1.4281039538533498,0.2986489082177003
5.039418518954457,3.341656593462933,1.832909142449012,0.44282303488608754
5.5097033745388915,4.182324056450573,1.6922612369245726,0.5361641589968078
4.59579490688199,3.2400227314985552,1.1048452605393115,0.11535572216522016
5.2868317167322685,4.44348393303573,0.9377870055215238,0.2635288598989378
5.136028436127864,3.4360552295812674,1.901494953452826,0.4891121176730334
4.554068899990723,3.2055784587387013,1.0673464182351942,0.0931724985941329
4.1531785140057,2.57862531638087,1.0756084136613038,-0.017446295141743784
5.562984316086421,4.190508899131083,1.7847115596624838,0.5768869853718298
5.55229263141082,4.159287803874355,1.8029843544067383,0.5789581616090653
4.740905955417097,3.0914042786912423,1.5694115156695654,0.28544946892477174
5.1929943489917045,4.053717658068632,1.2422649638297623,0.321789920609696
5.438326480810849,3.9377118997807186,1.859294976849432,0.5625208840945903
5.6248319975089345,4.725804169139602,1.2374301204164206,0.4420787599565692
5.199951329676174,3.973520446197634,1.3555096835882159,0.3552489422680857
6.142242579519348,2.88580777358722,4.524901045387372,1.5022388323909106
6.1769835660784596,2.938311344573027,4.5264607578843865,1.5124580023943226
6.0926385002793175,3.1802698636570117,4.062748597015405,1.3597174927934264
5.49577001792037,2.245486093118053,4.076717977296286,1.1954860067232962
6.0637424908456055,2.975996348742115,4.261397081341926,1.4068333783280407
6.02002802480626,2.9680961492503823,4.187021204536269,1.3738325769532054
6.540835247526926,3.3907400515437245,4.664124594095533,1.6532341458082858
4.929267628647334,2.538756747272937,2.620298154759159,0.6308128266559357
6.205630731334668,3.4657254689418604,3.9250337480496063,1.3532375325854418
5.73305920419911,2.6380536361714215,4.0450974983420185,1.2535267655693183
4.543336510594161,1.1477521068104521,3.6085959486242225,0.7970085031831913
6.001256253376753,2.6359700924787726,4.5643450769624065,1.4734993984488012
5.589469583754498,2.8540214913389046,3.4996143827370503,1.0613541967285096
5.593853508373951,2.299835354360005,4.198002593604238,1.2568485320748186
5.753341631294597,3.2177220393349493,3.3625018794667394,1.0693728590326346
6.395212065460386,3.6554126533523075,4.05408826832519,1.4425330539562524
5.7509977015490055,2.264124006758586,4.545183911089819,1.3976804975511066
5.23965813786169,1.9949091512126096,3.8953049938432356,1.0728874201309322
6.244517326167705,3.0656754272163727,4.4979935170986405,1.5235616382197306
5.531208624438779,2.328874378784713,4.041171154414132,1.1955803375309235
6.496636712020847,3.6614870446489354,4.2419098571876726,1.5233441979001285
5.566793642887445,2.3920359752421323,4.031087924280836,1.2027987099188233
6.957617319223163,3.518465341758075,5.307998100951748,1.9497232316205875
6.844533011897635,4.031594417011907,4.4513245985991725,1.6795840719607171
6.388568697314112,2.8567001455662555,5.035660629222885,1.7136902128782143
5.854779476568437,3.4073933184054175,3.321776965171431,1.08661657639814
6.7074210689308105,3.2776556032812314,5.125821122490451,1.8285783641889726
5.7829096017412125,1.9002833956964449,5.059628139359704,1.5497637369976203
5.785771875767483,2.6470445880333204,4.135449529521159,1.2935058816480443
5.349033015857043,2.7546167324210904,3.1601939869822413,0.8992203935772104
5.170806781752534,2.425133238760327,3.2270555693961573,0.8676180745048209
5.532118728796782,2.1987143353591367,4.204969236836598,1.2413977885923186
5.919927449473874,2.992976461492038,3.9632127395473313,1.2833844811821107
6.777384546478722,2.8092336757314893,5.843767954544196,2.0479844929068207
5.863956754958642,2.8915949874000315,3.981607549143063,1.272736071508784
6.2037117107520166,3.2874657862638013,4.143264243970825,1.413398715732672
6.166062123120511,2.898262727118121,4.555280914484359,1.5173982555212753
5.848735678434334,3.173557231933066,3.6012522545212815,1.1626514426078114
6.171352631725926,3.2360069656175487,4.144992348942942,1.404764966244194
